Date,Product,Category,Units Sold,Revenue,Cost,Returns,Customer Acquisition Cost,Average Order Value
2024-03-04,Bluetooth Speaker,Audio,14,839.86,350,1,296.3,59.99
2024-03-04,Noise Cancelling Headphones,Audio,7,1399.93,630,0,170.31,199.99
2024-03-04,Tablet Stand Adjustable,Accessories,17,509.83,170,2,250.33,29.99
2024-03-04,Cable Organizer Set,Accessories,24,479.76,144,1,247.67,19.99
2024-03-05,Wireless Earbuds Pro,Audio,13,1039.87,455,1,316.31,79.99
2024-03-05,Smart Watch Ultra,Wearables,7,2099.93,1050,0,171.28,299.99
2024-03-05,Laptop Stand Premium,Accessories,10,499.9,180,1,213.79,49.99
2024-03-05,USB-C Hub 7-in-1,Accessories,17,679.83,255,1,186.68,39.99
2024-03-05,Mechanical Keyboard RGB,Peripherals,8,1039.92,440,0,81.32,129.99
2024-03-05,Gaming Mouse Pro,Peripherals,12,839.88,336,1,289.53,69.99
2024-03-05,Webcam 4K,Peripherals,8,719.92,320,1,195.27,89.99
2024-03-05,Portable SSD 1TB,Storage,9,971.92,540,0,212.92,107.99
2024-03-05,Phone Case Premium,Accessories,22,549.78,176,1,387.52,24.99
2024-03-05,Screen Protector 3-Pack,Accessories,26,389.74,104,0,537.44,14.99
2024-03-05,Wireless Charger Fast,Accessories,16,559.84,192,2,173.67,34.99
2024-03-05,Bluetooth Speaker,Audio,11,659.89,275,0,220.58,59.99
2024-03-05,Noise Cancelling Headphones,Audio,6,1199.94,540,0,93.56,199.99
2024-03-05,Tablet Stand Adjustable,Accessories,14,419.86,140,0,128.14,29.99
2024-03-05,Cable Organizer Set,Accessories,19,379.81,114,0,152.41,19.99
2024-03-06,Wireless Earbuds Pro,Audio,14,1119.86,490,2,322.52,79.99
2024-03-06,Smart Watch Ultra,Wearables,7,2099.93,1050,0,120.98,299.99
2024-03-06,Laptop Stand Premium,Accessories,11,549.89,198,0,249.58,49.99
2024-03-06,USB-C Hub 7-in-1,Accessories,19,759.81,285,2,204.54,39.99
2024-03-06,Mechanical Keyboard RGB,Peripherals,9,1052.92,495,1,117.12,116.99
2024-03-06,Gaming Mouse Pro,Peripherals,13,909.87,364,1,120.4,69.99
2024-03-06,Webcam 4K,Peripherals,8,719.92,320,0,163.55,89.99
2024-03-06,Portable SSD 1TB,Storage,10,1199.9,600,1,95.83,119.99
2024-03-06,Phone Case Premium,Accessories,24,599.76,192,2,388.96,24.99
2024-03-06,Screen Protector 3-Pack,Accessories,28,377.75,112,3,302.54,13.49
2024-03-06,Wireless Charger Fast,Accessories,17,594.83,204,0,165.26,34.99
2024-03-06,Bluetooth Speaker,Audio,12,719.88,300,0,238.23,59.99
2024-03-06,Noise Cancelling Headphones,Audio,6,1199.94,540,0,75.06,199.99
2024-03-06,Tablet Stand Adjustable,Accessories,15,449.85,150,0,132.66,29.99
2024-03-06,Cable Organizer Set,Accessories,21,419.79,126,2,222.83,19.99
2024-03-07,Wireless Earbuds Pro,Audio,14,1119.86,490,0,269.56,79.99
2024-03-07,Smart Watch Ultra,Wearables,7,2099.93,1050,0,59.06,299.99
2024-03-07,Laptop Stand Premium,Accessories,11,549.89,198,0,103.32,49.99
2024-03-07,USB-C Hub 7-in-1,Accessories,19,759.81,285,1,280.38,39.99
2024-03-07,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,85.94,129.99
2024-03-07,Gaming Mouse Pro,Peripherals,13,909.87,364,0,299.69,69.99
2024-03-07,Webcam 4K,Peripherals,8,719.92,320,0,99.81,89.99
2024-03-07,Portable SSD 1TB,Storage,10,1199.9,600,0,125.66,119.99
2024-03-07,Phone Case Premium,Accessories,23,517.29,184,2,444.98,22.49
2024-03-07,Screen Protector 3-Pack,Accessories,28,377.75,112,1,481.73,13.49
2024-03-07,Wireless Charger Fast,Accessories,17,594.83,204,1,295.99,34.99
2024-03-07,Bluetooth Speaker,Audio,12,719.88,300,1,181.4,59.99
2024-03-07,Noise Cancelling Headphones,Audio,6,1199.94,540,0,96.43,199.99
2024-03-07,Tablet Stand Adjustable,Accessories,15,449.85,150,1,140.13,29.99
2024-03-07,Cable Organizer Set,Accessories,21,419.79,126,2,347.25,19.99
2024-03-08,Wireless Earbuds Pro,Audio,16,1279.84,560,1,296.71,79.99
2024-03-08,Smart Watch Ultra,Wearables,8,2399.92,1200,0,87.51,299.99
2024-03-08,Laptop Stand Premium,Accessories,13,649.87,234,1,282.67,49.99
2024-03-08,USB-C Hub 7-in-1,Accessories,22,879.78,330,1,545.62,39.99
2024-03-08,Mechanical Keyboard RGB,Peripherals,11,1429.89,605,1,205.29,129.99
2024-03-08,Gaming Mouse Pro,Peripherals,15,1049.85,420,0,352.26,69.99
2024-03-08,Webcam 4K,Peripherals,10,899.9,400,0,145.98,89.99
2024-03-08,Portable SSD 1TB,Storage,12,1439.88,720,0,152.34,119.99
2024-03-08,Phone Case Premium,Accessories,28,699.72,224,3,598.4,24.99
2024-03-08,Screen Protector 3-Pack,Accessories,33,494.67,132,2,499.39,14.99
2024-03-08,Wireless Charger Fast,Accessories,20,699.8,240,0,359.9,34.99
2024-03-08,Bluetooth Speaker,Audio,14,839.86,350,1,332.13,59.99
2024-03-08,Noise Cancelling Headphones,Audio,7,1399.93,630,0,90.05,199.99
2024-03-08,Tablet Stand Adjustable,Accessories,17,509.83,170,1,254.75,29.99
2024-03-08,Cable Organizer Set,Accessories,24,479.76,144,1,440.46,19.99
2024-03-09,Wireless Earbuds Pro,Audio,9,719.91,315,0,165.12,79.99
2024-03-09,Smart Watch Ultra,Wearables,4,1079.96,600,0,54.54,269.99
2024-03-09,Laptop Stand Premium,Accessories,7,349.93,126,0,165.58,49.99
2024-03-09,USB-C Hub 7-in-1,Accessories,12,479.88,180,0,262.75,39.99
2024-03-09,Mechanical Keyboard RGB,Peripherals,6,779.94,330,0,98.15,129.99
2024-03-09,Gaming Mouse Pro,Peripherals,8,559.92,224,0,182.17,69.99
2024-03-09,Webcam 4K,Peripherals,5,449.95,200,0,77.66,89.99
2024-03-09,Portable SSD 1TB,Storage,6,719.94,360,0,90.51,119.99
2024-03-09,Phone Case Premium,Accessories,15,374.85,120,0,173.9,24.99
2024-03-09,Screen Protector 3-Pack,Accessories,18,269.82,72,2,376.4,14.99
2024-03-09,Wireless Charger Fast,Accessories,10,349.9,120,1,167.6,34.99
2024-03-09,Bluetooth Speaker,Audio,7,419.93,175,0,116.31,59.99
2024-03-09,Tablet Stand Adjustable,Accessories,9,269.91,90,1,76.43,29.99
2024-03-09,Cable Organizer Set,Accessories,13,259.87,78,1,288.97,19.99
2024-03-10,Wireless Earbuds Pro,Audio,9,719.91,315,1,179.81,79.99
2024-03-10,Smart Watch Ultra,Wearables,5,1499.95,750,0,82.94,299.99
2024-03-10,Laptop Stand Premium,Accessories,7,349.93,126,0,59.64,49.99
2024-03-10,USB-C Hub 7-in-1,Accessories,12,479.88,180,1,132.23,39.99
2024-03-10,Mechanical Keyboard RGB,Peripherals,6,779.94,330,0,83.68,129.99
2024-03-10,Gaming Mouse Pro,Peripherals,9,629.91,252,1,186.59,69.99
2024-03-10,Webcam 4K,Peripherals,5,449.95,200,0,72.86,89.99
2024-03-10,Portable SSD 1TB,Storage,7,839.93,420,0,170.83,119.99
2024-03-10,Phone Case Premium,Accessories,16,399.84,128,1,312.33,24.99
2024-03-10,Screen Protector 3-Pack,Accessories,19,284.81,76,1,158.48,14.99
2024-03-10,Wireless Charger Fast,Accessories,11,384.89,132,1,89.66,34.99
2024-03-10,Bluetooth Speaker,Audio,8,479.92,200,0,145.76,59.99
2024-03-10,Tablet Stand Adjustable,Accessories,10,299.9,100,1,131.93,29.99
2024-03-10,Cable Organizer Set,Accessories,14,279.86,84,1,212.87,19.99
2024-03-11,Wireless Earbuds Pro,Audio,14,1119.86,490,0,223.07,79.99
2024-03-11,Smart Watch Ultra,Wearables,7,2099.93,1050,0,103.26,299.99
2024-03-11,Laptop Stand Premium,Accessories,11,549.89,198,0,211.86,49.99
2024-03-11,USB-C Hub 7-in-1,Accessories,19,759.81,285,1,361.09,39.99
2024-03-11,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,88.54,129.99
2024-03-11,Gaming Mouse Pro,Peripherals,13,818.88,364,1,245.57,62.99
2024-03-11,Webcam 4K,Peripherals,8,719.92,320,0,160.71,89.99
2024-03-11,Portable SSD 1TB,Storage,10,1199.9,600,0,105.49,119.99
2024-03-11,Phone Case Premium,Accessories,24,599.76,192,3,520.62,24.99
2024-03-11,Screen Protector 3-Pack,Accessories,28,419.72,112,2,538.41,14.99
2024-03-11,Wireless Charger Fast,Accessories,17,594.83,204,1,325.41,34.99
2024-03-11,Bluetooth Speaker,Audio,12,719.88,300,0,181.39,59.99
2024-03-11,Noise Cancelling Headphones,Audio,6,1199.94,540,0,120.22,199.99
2024-03-11,Tablet Stand Adjustable,Accessories,15,449.85,150,0,305.27,29.99
2024-03-11,Cable Organizer Set,Accessories,21,419.79,126,1,448.21,19.99
2024-03-12,Wireless Earbuds Pro,Audio,16,1279.84,560,1,357.95,79.99
2024-03-12,Smart Watch Ultra,Wearables,8,2399.92,1200,1,88.63,299.99
2024-03-12,Laptop Stand Premium,Accessories,13,584.88,234,0,161.16,44.99
2024-03-12,USB-C Hub 7-in-1,Accessories,22,879.78,330,2,244.47,39.99
2024-03-12,Mechanical Keyboard RGB,Peripherals,11,1429.89,605,0,104.7,129.99
2024-03-12,Gaming Mouse Pro,Peripherals,15,1049.85,420,1,198.31,69.99
2024-03-12,Webcam 4K,Peripherals,10,899.9,400,0,124.3,89.99
2024-03-12,Portable SSD 1TB,Storage,12,1439.88,720,1,191.99,119.99
2024-03-12,Phone Case Premium,Accessories,28,699.72,224,2,673.49,24.99
2024-03-12,Screen Protector 3-Pack,Accessories,33,445.2,132,4,544.77,13.49
2024-03-12,Wireless Charger Fast,Accessories,20,699.8,240,1,261.44,34.99
2024-03-12,Bluetooth Speaker,Audio,14,755.87,350,1,144.69,53.99
2024-03-12,Noise Cancelling Headphones,Audio,7,1399.93,630,0,123.76,199.99
2024-03-12,Tablet Stand Adjustable,Accessories,17,509.83,170,1,227.43,29.99
2024-03-12,Cable Organizer Set,Accessories,24,479.76,144,2,390.93,19.99
2024-03-13,Wireless Earbuds Pro,Audio,15,1199.85,525,1,121.2,79.99
2024-03-13,Smart Watch Ultra,Wearables,8,2399.92,1200,0,86.93,299.99
2024-03-13,Laptop Stand Premium,Accessories,12,599.88,216,1,251.77,49.99
2024-03-13,USB-C Hub 7-in-1,Accessories,20,719.82,300,1,375.39,35.99
2024-03-13,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,1,145.16,129.99
2024-03-13,Gaming Mouse Pro,Peripherals,14,881.87,392,0,200.8,62.99
2024-03-13,Webcam 4K,Peripherals,9,728.92,360,0,199.48,80.99
2024-03-13,Portable SSD 1TB,Storage,11,1319.89,660,1,205.19,119.99
2024-03-13,Phone Case Premium,Accessories,25,624.75,200,2,346.35,24.99
2024-03-13,Screen Protector 3-Pack,Accessories,31,464.69,124,2,558.23,14.99
2024-03-13,Wireless Charger Fast,Accessories,18,629.82,216,2,235.25,34.99
2024-03-13,Bluetooth Speaker,Audio,13,779.87,325,1,235.8,59.99
2024-03-13,Noise Cancelling Headphones,Audio,7,1399.93,630,0,174.46,199.99
2024-03-13,Tablet Stand Adjustable,Accessories,16,479.84,160,2,225.72,29.99
2024-03-13,Cable Organizer Set,Accessories,22,439.78,132,3,519.41,19.99
2024-03-14,Wireless Earbuds Pro,Audio,14,1119.86,490,1,143.23,79.99
2024-03-14,Smart Watch Ultra,Wearables,7,2099.93,1050,0,76.11,299.99
2024-03-14,Laptop Stand Premium,Accessories,11,549.89,198,1,94.99,49.99
2024-03-14,USB-C Hub 7-in-1,Accessories,19,759.81,285,1,324.72,39.99
2024-03-14,Mechanical Keyboard RGB,Peripherals,9,1052.92,495,1,173.28,116.99
2024-03-14,Gaming Mouse Pro,Peripherals,13,909.87,364,0,256.43,69.99
2024-03-14,Webcam 4K,Peripherals,8,719.92,320,0,138.43,89.99
2024-03-14,Portable SSD 1TB,Storage,10,1199.9,600,0,198.18,119.99
2024-03-14,Phone Case Premium,Accessories,24,599.76,192,1,461.96,24.99
2024-03-14,Screen Protector 3-Pack,Accessories,29,434.71,116,1,530.58,14.99
2024-03-14,Wireless Charger Fast,Accessories,17,594.83,204,2,166.32,34.99
2024-03-14,Bluetooth Speaker,Audio,12,719.88,300,0,119.26,59.99
2024-03-14,Noise Cancelling Headphones,Audio,6,1199.94,540,0,68.37,199.99
2024-03-14,Tablet Stand Adjustable,Accessories,15,449.85,150,1,171.43,29.99
2024-03-14,Cable Organizer Set,Accessories,21,419.79,126,1,182.07,19.99
2024-03-15,Wireless Earbuds Pro,Audio,14,1119.86,490,1,190.68,79.99
2024-03-15,Smart Watch Ultra,Wearables,7,1889.94,1050,0,163.92,269.99
2024-03-15,Laptop Stand Premium,Accessories,11,549.89,198,1,115.89,49.99
2024-03-15,USB-C Hub 7-in-1,Accessories,19,683.83,285,1,385.71,35.99
2024-03-15,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,107.37,129.99
2024-03-15,Gaming Mouse Pro,Peripherals,13,909.87,364,0,206.61,69.99
2024-03-15,Webcam 4K,Peripherals,8,647.93,320,0,69.36,80.99
2024-03-15,Portable SSD 1TB,Storage,10,1199.9,600,1,133.16,119.99
2024-03-15,Phone Case Premium,Accessories,24,599.76,192,0,501.35,24.99
2024-03-15,Screen Protector 3-Pack,Accessories,29,391.24,116,3,559.03,13.49
2024-03-15,Wireless Charger Fast,Accessories,17,594.83,204,1,262.5,34.99
2024-03-15,Bluetooth Speaker,Audio,12,719.88,300,1,114.96,59.99
2024-03-15,Noise Cancelling Headphones,Audio,6,1199.94,540,0,88.88,199.99
2024-03-15,Tablet Stand Adjustable,Accessories,15,449.85,150,0,218.36,29.99
2024-03-15,Cable Organizer Set,Accessories,21,419.79,126,2,399.64,19.99
2024-03-16,Wireless Earbuds Pro,Audio,11,879.89,385,1,98.97,79.99
2024-03-16,Smart Watch Ultra,Wearables,6,1799.94,900,0,90.43,299.99
2024-03-16,Laptop Stand Premium,Accessories,9,449.91,162,1,175.79,49.99
2024-03-16,USB-C Hub 7-in-1,Accessories,15,599.85,225,1,211.44,39.99
2024-03-16,Mechanical Keyboard RGB,Peripherals,7,818.94,385,0,155.79,116.99
2024-03-16,Gaming Mouse Pro,Peripherals,10,699.9,280,0,236.47,69.99
2024-03-16,Webcam 4K,Peripherals,6,539.94,240,0,52.69,89.99
2024-03-16,Portable SSD 1TB,Storage,8,959.92,480,0,159.82,119.99
2024-03-16,Phone Case Premium,Accessories,19,474.81,152,2,338.26,24.99
2024-03-16,Screen Protector 3-Pack,Accessories,22,329.78,88,3,426.52,14.99
2024-03-16,Wireless Charger Fast,Accessories,13,454.87,156,1,258.83,34.99
2024-03-16,Bluetooth Speaker,Audio,9,485.92,225,0,110.03,53.99
2024-03-16,Noise Cancelling Headphones,Audio,5,999.95,450,0,72.71,199.99
2024-03-16,Tablet Stand Adjustable,Accessories,12,359.88,120,1,297.51,29.99
2024-03-16,Cable Organizer Set,Accessories,16,287.86,96,1,170.68,17.99
2024-03-17,Wireless Earbuds Pro,Audio,11,879.89,385,1,102.0,79.99
2024-03-17,Smart Watch Ultra,Wearables,6,1799.94,900,0,146.95,299.99
2024-03-17,Laptop Stand Premium,Accessories,9,404.92,162,0,170.43,44.99
2024-03-17,USB-C Hub 7-in-1,Accessories,15,599.85,225,0,237.07,39.99
2024-03-17,Mechanical Keyboard RGB,Peripherals,7,909.93,385,0,157.93,129.99
2024-03-17,Gaming Mouse Pro,Peripherals,10,699.9,280,0,164.55,69.99
2024-03-17,Webcam 4K,Peripherals,6,539.94,240,0,90.06,89.99
2024-03-17,Portable SSD 1TB,Storage,8,959.92,480,0,76.36,119.99
2024-03-17,Phone Case Premium,Accessories,19,474.81,152,1,250.39,24.99
2024-03-17,Screen Protector 3-Pack,Accessories,23,344.77,92,1,446.55,14.99
2024-03-17,Wireless Charger Fast,Accessories,13,454.87,156,0,115.99,34.99
2024-03-17,Bluetooth Speaker,Audio,10,599.9,250,0,175.23,59.99
2024-03-17,Noise Cancelling Headphones,Audio,5,999.95,450,0,95.86,199.99
2024-03-17,Tablet Stand Adjustable,Accessories,12,359.88,120,0,250.9,29.99
2024-03-17,Cable Organizer Set,Accessories,17,339.83,102,1,375.84,19.99
2024-03-18,Wireless Earbuds Pro,Audio,17,1359.83,595,1,338.91,79.99
2024-03-18,Smart Watch Ultra,Wearables,9,2429.92,1350,0,93.49,269.99
2024-03-18,Laptop Stand Premium,Accessories,13,649.87,234,1,127.64,49.99
2024-03-18,USB-C Hub 7-in-1,Accessories,22,879.78,330,0,523.9,39.99
2024-03-18,Mechanical Keyboard RGB,Peripherals,11,1429.89,605,0,234.13,129.99
2024-03-18,Gaming Mouse Pro,Peripherals,15,1049.85,420,0,225.69,69.99
2024-03-18,Webcam 4K,Peripherals,10,899.9,400,1,180.1,89.99
2024-03-18,Portable SSD 1TB,Storage,12,1439.88,720,0,230.33,119.99
2024-03-18,Phone Case Premium,Accessories,28,699.72,224,1,461.44,24.99
2024-03-18,Screen Protector 3-Pack,Accessories,34,509.66,136,0,812.61,14.99
2024-03-18,Wireless Charger Fast,Accessories,20,699.8,240,1,332.83,34.99
2024-03-18,Bluetooth Speaker,Audio,14,839.86,350,0,249.7,59.99
2024-03-18,Noise Cancelling Headphones,Audio,7,1399.93,630,0,102.1,199.99
2024-03-18,Tablet Stand Adjustable,Accessories,18,539.82,180,2,298.26,29.99
2024-03-18,Cable Organizer Set,Accessories,25,499.75,150,3,589.26,19.99
2024-03-19,Wireless Earbuds Pro,Audio,16,1279.84,560,2,391.97,79.99
2024-03-19,Smart Watch Ultra,Wearables,8,2399.92,1200,0,120.13,299.99
2024-03-19,Laptop Stand Premium,Accessories,12,599.88,216,1,156.98,49.99
2024-03-19,USB-C Hub 7-in-1,Accessories,21,839.79,315,2,422.14,39.99
2024-03-19,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,1,114.15,129.99
2024-03-19,Gaming Mouse Pro,Peripherals,15,1049.85,420,0,208.05,69.99
2024-03-19,Webcam 4K,Peripherals,9,809.91,360,1,171.46,89.99
2024-03-19,Portable SSD 1TB,Storage,11,1319.89,660,0,217.84,119.99
2024-03-19,Phone Case Premium,Accessories,26,649.74,208,0,363.69,24.99
2024-03-19,Screen Protector 3-Pack,Accessories,32,479.68,128,3,618.93,14.99
2024-03-19,Wireless Charger Fast,Accessories,19,664.81,228,2,423.77,34.99
2024-03-19,Bluetooth Speaker,Audio,14,839.86,350,1,304.38,59.99
2024-03-19,Noise Cancelling Headphones,Audio,7,1399.93,630,0,73.29,199.99
2024-03-19,Tablet Stand Adjustable,Accessories,17,509.83,170,0,352.8,29.99
2024-03-19,Cable Organizer Set,Accessories,23,459.77,138,1,281.97,19.99
2024-03-20,Wireless Earbuds Pro,Audio,16,1279.84,560,0,332.98,79.99
2024-03-20,Smart Watch Ultra,Wearables,8,2159.93,1200,1,77.94,269.99
2024-03-20,Laptop Stand Premium,Accessories,13,649.87,234,1,295.13,49.99
2024-03-20,USB-C Hub 7-in-1,Accessories,22,879.78,330,2,264.86,39.99
2024-03-20,Mechanical Keyboard RGB,Peripherals,11,1429.89,605,1,141.79,129.99
2024-03-20,Gaming Mouse Pro,Peripherals,15,1049.85,420,2,218.83,69.99
2024-03-20,Webcam 4K,Peripherals,9,809.91,360,1,119.84,89.99
2024-03-20,Portable SSD 1TB,Storage,12,1439.88,720,0,147.27,119.99
2024-03-20,Phone Case Premium,Accessories,27,674.73,216,3,615.38,24.99
2024-03-20,Screen Protector 3-Pack,Accessories,33,494.67,132,4,659.3,14.99
2024-03-20,Wireless Charger Fast,Accessories,19,664.81,228,2,328.56,34.99
2024-03-20,Bluetooth Speaker,Audio,14,839.86,350,1,341.5,59.99
2024-03-20,Noise Cancelling Headphones,Audio,7,1399.93,630,0,137.24,199.99
2024-03-20,Tablet Stand Adjustable,Accessories,17,509.83,170,0,284.5,29.99
2024-03-20,Cable Organizer Set,Accessories,24,479.76,144,1,419.09,19.99
2024-03-21,Wireless Earbuds Pro,Audio,13,1039.87,455,0,177.05,79.99
2024-03-21,Smart Watch Ultra,Wearables,7,2099.93,1050,0,74.29,299.99
2024-03-21,Laptop Stand Premium,Accessories,10,499.9,180,0,238.5,49.99
2024-03-21,USB-C Hub 7-in-1,Accessories,17,679.83,255,1,277.77,39.99
2024-03-21,Mechanical Keyboard RGB,Peripherals,8,1039.92,440,0,170.63,129.99
2024-03-21,Gaming Mouse Pro,Peripherals,12,839.88,336,0,133.51,69.99
2024-03-21,Webcam 4K,Peripherals,8,647.93,320,0,120.57,80.99
2024-03-21,Portable SSD 1TB,Storage,9,1079.91,540,0,105.84,119.99
2024-03-21,Phone Case Premium,Accessories,22,549.78,176,1,310.94,24.99
2024-03-21,Screen Protector 3-Pack,Accessories,26,389.74,104,3,442.48,14.99
2024-03-21,Wireless Charger Fast,Accessories,16,559.84,192,2,394.87,34.99
2024-03-21,Bluetooth Speaker,Audio,11,593.9,275,1,171.34,53.99
2024-03-21,Noise Cancelling Headphones,Audio,6,1199.94,540,0,111.36,199.99
2024-03-21,Tablet Stand Adjustable,Accessories,14,419.86,140,1,188.38,29.99
2024-03-21,Cable Organizer Set,Accessories,19,379.81,114,2,276.64,19.99
2024-03-22,Wireless Earbuds Pro,Audio,15,1199.85,525,2,329.64,79.99
2024-03-22,Smart Watch Ultra,Wearables,8,2399.92,1200,0,124.6,299.99
2024-03-22,Laptop Stand Premium,Accessories,12,539.89,216,1,135.27,44.99
2024-03-22,USB-C Hub 7-in-1,Accessories,20,799.8,300,2,216.91,39.99
2024-03-22,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,81.25,129.99
2024-03-22,Gaming Mouse Pro,Peripherals,14,881.87,392,1,296.11,62.99
2024-03-22,Webcam 4K,Peripherals,9,809.91,360,0,87.9,89.99
2024-03-22,Portable SSD 1TB,Storage,11,1319.89,660,1,270.55,119.99
2024-03-22,Phone Case Premium,Accessories,25,624.75,200,2,599.39,24.99
2024-03-22,Screen Protector 3-Pack,Accessories,30,449.7,120,1,474.2,14.99
2024-03-22,Wireless Charger Fast,Accessories,18,629.82,216,0,160.61,34.99
2024-03-22,Bluetooth Speaker,Audio,13,779.87,325,1,231.07,59.99
2024-03-22,Noise Cancelling Headphones,Audio,7,1399.93,630,0,102.18,199.99
2024-03-22,Tablet Stand Adjustable,Accessories,16,479.84,160,1,132.59,29.99
2024-03-22,Cable Organizer Set,Accessories,22,439.78,132,1,415.89,19.99
2024-03-23,Wireless Earbuds Pro,Audio,10,799.9,350,0,199.15,79.99
2024-03-23,Smart Watch Ultra,Wearables,5,1349.96,750,0,49.02,269.99
2024-03-23,Laptop Stand Premium,Accessories,8,399.92,144,0,75.76,49.99
2024-03-23,USB-C Hub 7-in-1,Accessories,14,559.86,210,1,206.04,39.99
2024-03-23,Mechanical Keyboard RGB,Peripherals,7,909.93,385,0,119.48,129.99
2024-03-23,Gaming Mouse Pro,Peripherals,10,699.9,280,0,215.57,69.99
2024-03-23,Webcam 4K,Peripherals,6,539.94,240,0,62.7,89.99
2024-03-23,Portable SSD 1TB,Storage,7,839.93,420,0,150.61,119.99
2024-03-23,Phone Case Premium,Accessories,18,449.82,144,1,434.54,24.99
2024-03-23,Screen Protector 3-Pack,Accessories,21,314.79,84,1,211.99,14.99
2024-03-23,Wireless Charger Fast,Accessories,13,409.38,156,1,222.71,31.49
2024-03-23,Bluetooth Speaker,Audio,9,539.91,225,0,186.49,59.99
2024-03-23,Noise Cancelling Headphones,Audio,5,999.95,450,0,75.08,199.99
2024-03-23,Tablet Stand Adjustable,Accessories,11,329.89,110,0,118.1,29.99
2024-03-23,Cable Organizer Set,Accessories,15,299.85,90,1,169.55,19.99
2024-03-24,Wireless Earbuds Pro,Audio,9,719.91,315,1,202.26,79.99
2024-03-24,Smart Watch Ultra,Wearables,5,1499.95,750,0,79.21,299.99
2024-03-24,Laptop Stand Premium,Accessories,7,349.93,126,0,64.02,49.99
2024-03-24,USB-C Hub 7-in-1,Accessories,12,431.89,180,1,195.39,35.99
2024-03-24,Mechanical Keyboard RGB,Peripherals,6,779.94,330,0,114.86,129.99
2024-03-24,Gaming Mouse Pro,Peripherals,8,559.92,224,0,186.42,69.99
2024-03-24,Webcam 4K,Peripherals,5,449.95,200,0,92.39,89.99
2024-03-24,Portable SSD 1TB,Storage,6,719.94,360,0,105.69,119.99
2024-03-24,Phone Case Premium,Accessories,15,374.85,120,0,229.22,24.99
2024-03-24,Screen Protector 3-Pack,Accessories,18,242.84,72,0,211.79,13.49
2024-03-24,Wireless Charger Fast,Accessories,11,384.89,132,0,245.1,34.99
2024-03-24,Bluetooth Speaker,Audio,8,479.92,200,0,183.39,59.99
2024-03-24,Noise Cancelling Headphones,Audio,4,799.96,360,0,69.51,199.99
2024-03-24,Tablet Stand Adjustable,Accessories,10,299.9,100,0,223.1,29.99
2024-03-24,Cable Organizer Set,Accessories,13,259.87,78,0,223.03,19.99
2024-03-25,Wireless Earbuds Pro,Audio,13,1039.87,455,0,120.66,79.99
2024-03-25,Smart Watch Ultra,Wearables,7,1889.94,1050,0,59.71,269.99
2024-03-25,Laptop Stand Premium,Accessories,11,549.89,198,0,198.34,49.99
2024-03-25,USB-C Hub 7-in-1,Accessories,18,719.82,270,1,310.3,39.99
2024-03-25,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,190.61,129.99
2024-03-25,Gaming Mouse Pro,Peripherals,13,909.87,364,0,274.64,69.99
2024-03-25,Webcam 4K,Peripherals,8,719.92,320,0,127.2,89.99
2024-03-25,Portable SSD 1TB,Storage,10,1199.9,600,0,165.37,119.99
2024-03-25,Phone Case Premium,Accessories,23,574.77,184,2,499.36,24.99
2024-03-25,Screen Protector 3-Pack,Accessories,27,404.73,108,1,451.99,14.99
2024-03-25,Wireless Charger Fast,Accessories,16,559.84,192,0,386.05,34.99
2024-03-25,Bluetooth Speaker,Audio,12,719.88,300,1,246.13,59.99
2024-03-25,Noise Cancelling Headphones,Audio,6,1199.94,540,0,70.32,199.99
2024-03-25,Tablet Stand Adjustable,Accessories,14,419.86,140,0,199.93,29.99
2024-03-25,Cable Organizer Set,Accessories,20,359.82,120,0,468.63,17.99
2024-03-26,Wireless Earbuds Pro,Audio,14,1119.86,490,1,123.05,79.99
2024-03-26,Smart Watch Ultra,Wearables,7,2099.93,1050,0,139.74,299.99
2024-03-26,Laptop Stand Premium,Accessories,11,549.89,198,1,244.12,49.99
2024-03-26,USB-C Hub 7-in-1,Accessories,19,759.81,285,1,208.15,39.99
2024-03-26,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,171.96,129.99
2024-03-26,Gaming Mouse Pro,Peripherals,13,909.87,364,1,187.17,69.99
2024-03-26,Webcam 4K,Peripherals,8,719.92,320,0,111.99,89.99
2024-03-26,Portable SSD 1TB,Storage,10,1199.9,600,0,161.96,119.99
2024-03-26,Phone Case Premium,Accessories,23,574.77,184,1,238.34,24.99
2024-03-26,Screen Protector 3-Pack,Accessories,28,419.72,112,0,530.3,14.99
2024-03-26,Wireless Charger Fast,Accessories,17,594.83,204,0,240.68,34.99
2024-03-26,Bluetooth Speaker,Audio,12,719.88,300,0,142.99,59.99
2024-03-26,Noise Cancelling Headphones,Audio,6,1199.94,540,0,97.11,199.99
2024-03-26,Tablet Stand Adjustable,Accessories,15,449.85,150,0,161.12,29.99
2024-03-26,Cable Organizer Set,Accessories,21,419.79,126,0,183.4,19.99
2024-03-27,Wireless Earbuds Pro,Audio,15,1199.85,525,1,129.99,79.99
